"ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"logFC"	"P.Value"	"adj.P.Val"	"GSM11625"	"GSM11757"	"GSM11758"	"GSM11759"	"GSM11760"	"GSM11761"	"GSM11762"	"GSM11763"	"GSM11764"	"GSM11765"	"GSM11766"	"GSM11767"	"GSM11768"	"GSM11769"	"GSM11770"	"GSM11771"	"GSM11772"	"GSM11773"	"GSM11774"	"GSM11775"	"GSM11776"	"GSM11777"	"GSM11778"	"GSM11779"	"GSM68108"	"GSM68109"
"5791"	"X87159_at"	"6338"	"SCNN1B"	"sodium channel epithelial 1 subunit beta"	0.904277643526917	0.210894513181211	0.590454661904267	65.69	20	20	20	20	73.03	20	20	65.94	20	20	20	37.75	473.42	20	20	49.06	20	54.2	275.58	31.24	20	38.99	43.4	54.20261702	54.20261702
"5792"	"X87160_at"	"6340"	"SCNN1G"	"sodium channel epithelial 1 subunit gamma"	0.672565436904491	0.355582116534011	0.708084890492594	20	52.9	20	111.16	154.29	20	20	20	20	20	65.7	20	235.33	27.09	20.38	236.22	20	48.93	20	155.23	71.75	97.56	20	20	20	20
"5793"	"X87176_at"	"3295"	"HSD17B4"	"hydroxysteroid 17-beta dehydrogenase 4"	-0.912672669643376	0.18409830454503	0.565456187573533	209.9	198.81	102.6	162.28	128.53	77.98	192.98	156.31	139.21	186.24	313.59	171.43	20	151.43	192.39	46.71	111.93	42.25	146.58	108.85	20	173.18	305.03	20	146.5841385	146.5841385
"5794"	"X87211_at"	"6508"	"SLC4A3"	"solute carrier family 4 member 3"	0.500039546792234	0.348901510465022	0.708084890492594	20	20	20	20	20	20	20	20	20	20	20	20	452.66	20	20	20	20	20	20	20	20	20	20	20	20	20
"5795"	"X87212_at"	"1075"	"CTSC"	"cathepsin C"	0.37052181236547	0.700694541171402	0.928766308372134	107.35	44.55	20	20	20	20	73.74	20	20	20	81.13	20	20	20	240.81	20	418.84	20	212.71	20	20	35.36	20	232.7	212.7171301	212.7171301
"5796"	"X87237_at"	"7841"	"MOGS"	"mannosyl-oligosaccharide glucosidase"	0.674652117767976	0.120544688055279	0.481703096744008	142.6	393.16	180.82	378.94	242.16	393.66	277.76	332.38	214.58	339.95	174.71	223.94	551.98	452.7	322.35	549.16	264.38	286.75	236.56	1286.52	655.02	181.72	668.56	224.52	236.5608238	236.5608238
"5797"	"X87241_at"	"2195"	"FAT1"	"FAT atypical cadherin 1"	0.294969512318894	0.723156396468842	0.93873936908398	267.58	142.56	281.75	361.9	336.59	303.29	346.68	270.39	230.28	65.58	157.79	146.25	382.1	221.56	522.39	364.82	1956.48	762.09	146.92	20	253.27	331.73	460.33	20	146.92525	146.92525
"5798"	"X87342_at"	"3993"	"LLGL2"	"LLGL scribble cell polarity complex component 2"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"5799"	"X87344_cds10_at"	"3120"	"HLA-DQB2"	"major histocompatibility complex, class II, DQ beta 2"	0.385764039740526	0.709406677642319	0.932329243197331	20	304.62	20	58.42	83.38	21.04	79.95	20	126.65	291.39	251.87	331.09	240.62	81.29	277.76	20	209.33	38.28	20	20	64.14	345.15	582.9	94.98	20	20
"5800"	"X87344_cds10_r_at"	"3120"	"HLA-DQB2"	"major histocompatibility complex, class II, DQ beta 2"	1.2224469376765	0.424087996000342	0.754040582805725	20	1480.78	637.51	20	1580.19	20	617.55	20	41.86	2214.46	1744.2	2452.1	1281.26	20	837.11	286.77	554.76	20.97	441.09	817.24	1187.53	840.31	1229.18	450.39	441.091278	441.091278
"5801"	"X87613_at"	"10902"	"BRD8"	"bromodomain containing 8"	-1.00920800040657	0.15938323541865	0.538912033562138	110.55	38.42	121.95	86.82	147.51	96.55	146.8	183.26	70.13	20	29.86	38.57	20	20	20	70.06	239.67	20	27.93	27.59	67.28	28.05	105.85	20	27.93703168	27.93703168
"5802"	"X87767_at"	"2204"	"FCAR"	"Fc alpha receptor"	0.419171293586309	0.648288618217215	0.902573334654101	20	109.15	20	305.91	77.03	90.36	21.36	20	129.79	83.11	20	20	20	291.7	235.71	51.44	172.44	106.28	73.79	20	35.37	336.61	451.97	38.39	73.79094479	73.79094479
"5803"	"X87838_at"	"1499"	"CTNNB1"	"catenin beta 1"	1.6436995067914	0.0421737681071642	0.327992941666288	1361.95	343.04	1208.58	1533.61	3971.24	2057.43	2105.61	1365.47	1437.18	432.07	413.65	572.71	13594.1	1166.82	583.55	8320.41	4056.33	5487.96	2739.77	1101.11	6563.11	743.96	770.24	3178.6	2739.77344	2739.77344
"5804"	"X87843_at"	"4331"	"MNAT1"	"MNAT1 component of CDK activating kinase"	-0.868565508573418	0.0906860978754008	0.427755799118433	54.47	20	57.19	61.66	20	20	61.34	88.03	79.55	20	20	20	20	113.17	20	20	20	20	20	20	20	20	20	20	20	20
"5805"	"X87852_at"	"55558"	"PLXNA3"	"plexin A3"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"5806"	"X87870_at"	"3172"	"HNF4A"	"hepatocyte nuclear factor 4 alpha"	-8.88178419700125e-16	0.999999999999999	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	309.49	124.4	20	20	20	20
"5807"	"X87871_s_at"	"3172"	"HNF4A"	"hepatocyte nuclear factor 4 alpha"	0.249337155787225	0.757577740202028	0.953165986844771	20	225.54	20	47.06	84.83	103.98	192.29	60.18	113.04	20	20	20	415.09	52.6	20	20	20	26.21	86.8	114.98	62.98	87.81	20	110.67	86.80434844	86.80434844
"5808"	"X87904_at"	"5364"	"PLXNB1"	"plexin B1"	-1.84017211113407	0.059326782051285	0.366933930824454	83.31	347.5	82.42	441.42	20	315.67	121.99	176.97	116.18	303.4	55.25	245.9	20	205.62	215.33	20	136.64	20	20	106.73	20	230.5	146.94	20	20	20
"5809"	"X89059_at"	"6792"	"CDKL5"	"cyclin dependent kinase like 5"	-0.0446424502448739	0.946598124609086	0.999999999999999	101.74	20	99.24	109.54	132.33	186.92	33.77	209.31	91.06	215.28	65.7	90	20	210.41	149.07	25.42	58.69	57.51	178.3	20	74.39	157.33	282.05	196.64	178.3075078	178.3075078
"5810"	"X89066_at"	"7220"	"TRPC1"	"transient receptor potential cation channel subfamily C member 1"	-1.4810187690533	0.0236846647433619	0.273247011242283	336.48	119.17	264.08	282.37	111.35	141.12	283.96	145.53	105.72	312.91	218.52	61.07	20	20	63.7	225.87	109.38	248.47	99.14	117.65	137.05	139.03	128.83	29.54	99.14405688	99.14405688
"5811"	"X89067_at"	"7221"	"TRPC2"	"transient receptor potential cation channel subfamily C member 2 (pseudogene)"	0.588323055975074	0.172661784887785	0.550308713478237	35.25	20	20	20	71.38	20	20	20	20	20	20	20	58.74	41.44	25.48	67.85	20.16	29.7	20	20	77.86	20	72.42	20	20	20
"5812"	"X89101_s_at"	"355"	"FAS"	"Fas cell surface death receptor"	-1.33226402112783	0.338739197393057	0.707519790901408	733.85	1424.53	839.36	20	20	1013.86	367.36	607.27	647.93	1627.68	688.42	777.36	20	1060.02	1312.36	20	274.38	161.09	165.67	338.06	20	722.01	1835.76	20	165.6778546	165.6778546
"5813"	"X89109_s_at"	"11151"	"CORO1A"	"coronin 1A"	0.380941936241331	0.353272213441905	0.708084890492594	20	20	20	20	20	20	20	20	20	20	20	20	20	20	215.33	20	20	20	20	20	20	20	20	26.04	20	20
"5814"	"X89267_at"	"7389"	"UROD"	"uroporphyrinogen decarboxylase"	-0.446358805727023	0.36109453951404	0.709463996476686	1639.14	2467.6	1629.11	1860.62	1384.9	1198.31	1727.22	1219.04	1842.27	3451.62	2163.33	1964.04	2357.88	2035.56	2241.22	1427.23	1080.99	1628.4	450.48	1030.28	1420.64	3060.01	3212.58	1457	450.4888998	450.4888998
"5815"	"X89398_cds2_at"	"7374"	"UNG"	"uracil DNA glycosylase"	0.91706787330234	0.179182430764259	0.556647266606397	61.68	20	121.95	133.88	254.89	151.02	115.1	84.44	39.77	66.08	48.78	66.43	604.02	132.3	147.8	121.06	149.18	126.93	60.09	20	213.27	164.64	77.3	325.68	60.09531815	60.09531815
"5816"	"X89399_s_at"	"397"	"ARHGDIB"	"Rho GDP dissociation inhibitor beta"	-0.54398111113366	0.527152941997628	0.825573777546252	92.13	397.62	20	80.33	53.88	32.18	20	97.91	105.72	301.4	211.05	132.32	59.62	172.15	105.75	20	40.33	71.17	151.78	20	20	20.73	20	20	151.7860888	151.7860888
"5817"	"X89416_at"	"5536"	"PPP5C"	"protein phosphatase 5 catalytic subunit"	-0.308093388553909	0.793624039786202	0.970269644454619	20	515.12	20	20	20	20	20	20	20	881.18	274.27	247.51	20	256.63	20	20	58.14	117.24	20	20	20	31.71	720.79	20	20	20
"5818"	"X89426_at"	"11082"	"ESM1"	"endothelial cell specific molecule 1"	0.493565867634407	0.143523922255887	0.517376252886824	20	20	20	20	22.74	20	20	20	20	20	28.37	20	20	70.13	20	20	20	20	21.31	102.34	20	20	20	20	21.31094083	21.31094083
"5819"	"X89430_at"	"4204"	"MECP2"	"methyl-CpG binding protein 2"	-1.61304318383224	0.0766477125690465	0.401134070454413	161.83	193.79	189.23	170.4	124.71	60.65	20	20	20	72.09	100.05	20	20	181.71	243.36	20	185.52	33.99	27.95	20	45.79	474.43	435.95	83.46	27.95408726	27.95408726
"5820"	"X89576_at"	"4326"	"MMP17"	"matrix metallopeptidase 17"	0.376519081427059	0.575322689251625	0.858442968660233	20	20	20	20	20	34.66	20	20	20	20	20	20	20	20	20	20	20	20	209.47	20	31.57	20	50.14	20	209.4765709	209.4765709
"5821"	"X89750_at"	"7050"	"TGIF1"	"TGFB induced factor homeobox 1"	-0.0625284593666358	0.824638078177154	0.984317113352053	416.59	331.35	261.56	400.03	404.35	475.36	326	401.55	396.71	386.51	403.69	301.62	497.82	510.08	547.88	231.63	213.32	160.93	380.44	287.69	257.74	726.89	426.9	481.27	380.4416537	380.4416537
"5822"	"X89894_at"	"8013"	"NR4A3"	"nuclear receptor subfamily 4 group A member 3"	0.0728771110094906	0.916331542696172	0.999999999999999	47.26	20	62.23	96.56	194.04	29.71	20	34.13	46.05	110.14	26.38	20	185.58	133.89	76.44	25.72	20	20	32.72	20	137.22	102.44	98.19	86.97	32.72964823	32.72964823
"5823"	"X89960_at"	"4184"	"SMCP"	"sperm mitochondria associated cysteine rich protein"	-0.350827576193241	0.653340439027486	0.905412427438294	765.89	1215.14	757.78	192.31	512.11	89.13	139.91	367.41	78.5	1235.15	892.01	844.87	463.42	1063.21	1483.1	105.39	226.77	384.46	530.61	685.7	512.67	904.95	1275.14	128.53	530.6159906	530.6159906
"5824"	"X89984_at"	"605"	"BCL7A"	"BAF chromatin remodeling complex subunit BCL7A"	0.146052859431035	0.831109169749752	0.986394258221328	69.69	20	32.8	64.1	20	68.08	42.04	38.62	49.19	20	99.55	204.65	20	243.88	80.27	21.73	48.51	56.08	95.45	20	78.03	136.59	226.33	20	95.45152491	95.45152491
"5825"	"X89985_at"	"9275"	"BCL7B"	"BAF chromatin remodeling complex subunit BCL7B"	-0.680420868957382	0.159415789868783	0.538912033562138	318.05	686.09	315.39	442.23	256.84	456.79	465.92	456.35	455.33	622.33	565.47	665.39	547.04	358.65	527.49	235.48	232.22	323.93	140.48	83.88	546.4	639.07	757.7	284.12	140.4867704	140.4867704
"5826"	"X89986_s_at"	"638"	"BIK"	"BCL2 interacting killer"	-0.21479282961404	0.58296672827552	0.86240633070642	20	81.3	20	20	20	20	20	20	20	81.6	20	20	20	20	61.15	20	20	40.19	20	20	20	20	20	20	20	20
"5827"	"X90392_at"	"1774"	"DNASE1L1"	"deoxyribonuclease 1 like 1"	-0.854921441075388	0.0714447291723792	0.391400065767385	36.05	86.87	27.75	59.23	20	81.7	34.46	84.44	65.94	92.12	25.38	20	20	20	20	20	35.79	63.7	41.76	20	20	20	20	37.05	41.76057514	41.76057514
"5828"	"X90530_at"	"10325"	"RRAGB"	"Ras related GTP binding B"	-1.30463839524537	0.0027850634550423	0.138366046247681	213.1	397.62	206.89	238.56	115.88	173.3	119.92	202.12	206.2	298.39	241.91	298.41	212.74	125.92	177.1	49.96	121.74	84.35	111.25	41.39	96.38	195.13	247.92	87.8	111.2535151	111.2535151
"5829"	"X90568_at"	"7273"	"TTN"	"titin"	0.489581463819537	0.427010447963262	0.756398655261459	20	20	20	20	58.42	20	20	32.34	20	20	20	20	145.18	20	20	20	20	20	20	20	20	20	20	350.73	20	20
"5830"	"X90761_at"	"3882"	"KRT32"	"keratin 32"	-0.727794564203873	0.0704267898090757	0.390751918156842	318.85	403.74	313.71	466.57	242.39	401.08	215.04	430.3	318.21	291.89	201.59	338.05	406.09	388.94	364.4	51.88	227.86	120.1	290.43	244.01	297.58	420.76	598.22	295.14	290.4393849	290.4393849
"5831"	"X90763_at"	"3886"	"KRT35"	"keratin 35"	-0.113698767532627	0.727521299101102	0.94078775799484	137.79	309.63	246.42	339.17	409.78	375.09	199.87	176.07	261.68	225.8	250.38	341.26	338.7	312.42	268.84	183.44	169.71	84.04	222.77	224.99	358.42	257.33	490.27	252.73	222.7713915	222.7713915
"5832"	"X90780_rna1_at"	"7137"	"TNNI3"	"troponin I3, cardiac type"	0.382192152295244	0.668348319373017	0.910529531617143	20	20	20	54.36	20	126.26	60.65	20	69.08	20	20	20	20	20	20	20	20	20	20	2058.51	20	20	20	20	20	20
"5833"	"X90824_s_at"	"7392"	"USF2"	"upstream transcription factor 2, c-fos interacting"	0.697657360464818	0.432323462372164	0.760652382016714	78.51	386.48	20	555.02	333.26	412.22	519.68	270.39	328.67	20	127.43	361.62	351.23	267.79	33.12	234.74	195.7	442.6	115.32	490.25	722.97	470.77	631.65	382.61	115.3212697	115.3212697
"5834"	"X90828_at"	"10660"	"LBX1"	"ladybird homeobox 1"	0.684267577307463	0.0864207119685833	0.420766776885499	20	20	20	20	20	20	20	20	20	56.07	20	20	106.02	20	50.96	59.72	20	35.42	20	20	20	45.12	25.76	26.87	20	20
"5835"	"X90840_at"	"547"	"KIF1A"	"kinesin family member 1A"	1.74418615581583	0.0502241740239666	0.347129757925348	20	20	20	96.56	166.44	20	20	97.02	20	20	33.84	20	271.84	140.27	189.84	20	70.86	20	129.19	213.11	377.76	20	152.51	92.48	129.1959798	129.1959798
"5836"	"X90846_at"	"4294"	"MAP3K10"	"mitogen-activated protein kinase kinase kinase 10"	-1.72427189043133	0.210866462397431	0.590454661904267	533.56	503.43	682.93	399.22	30.04	443.17	195.05	486.89	302.5	703.94	125.43	332.16	51.51	3014.29	1912.49	249.67	172.98	385.73	20	20	647.08	2511.19	4032.27	353.56	20	20
"5837"	"X90846_s_at"	"4294"	"MAP3K10"	"mitogen-activated protein kinase kinase kinase 10"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"5838"	"X90857_at"	"8131"	"NPRL3"	"NPR3 like, GATOR1 complex subunit"	1.01987400344016	0.301398899055787	0.677198358889758	20	26.17	20	222.33	34.34	117.6	208.83	150.92	247.03	20	20	20	20	36.66	24.2	530.68	147.73	284.85	100.05	90.07	451.83	207.33	20	218.85	100.0565301	100.0565301
"5839"	"X90858_at"	"7378"	"UPP1"	"uridine phosphorylase 1"	1.65693517653578	0.103025909966775	0.455322531346676	51.27	20	102.6	366.76	456.15	200.54	20	288.36	66.99	20	20	20	648.12	344.3	175.83	74.5	214.96	143.93	273.59	320.61	1117.43	109.76	29.94	284.29	273.5970047	273.5970047
"5840"	"X90872_at"	"54732"	"TMED9"	"transmembrane p24 trafficking protein 9"	-2.26401167272281	0.0317056325321693	0.294190090341031	385.35	257.84	365.85	406.52	20	680.85	278.45	811.19	116.18	156.7	39.32	104.47	20	385.75	559.34	22.91	284.01	20	193.97	25.68	20	298.8	689.45	230.53	193.9730533	193.9730533
"5841"	"X90908_at"	"2172"	"FABP6"	"fatty acid binding protein 6"	1.158548169995	0.153870393619248	0.533131583757012	20	240.02	20	20	20	33.42	20	90.73	20	41.55	20	54.11	20	353.87	76.44	52.47	112.29	128.36	64.58	357.54	151.76	20	95.4	20	64.58946214	64.58946214
"5842"	"X90976_s_at"	"861"	"LOC100506403"	"RUNX family transcription factor 1"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"5843"	"X90978_at"	"861"	"LOC100506403"	"RUNX family transcription factor 1"	0.0345676092335143	0.91844635811963	0.999999999999999	233.13	306.29	148.02	268.58	226.76	377.56	310.15	347.65	281.57	347.96	93.58	199.29	381.04	382.56	312.16	201.77	155.9	124.87	274.59	207.36	258.73	370.76	523.01	252.4	274.5947558	274.5947558
"5844"	"X90999_at"	"3029"	"HAGH"	"hydroxyacylglutathione hydrolase"	1.21014708018412	0.150178712948065	0.528171281060872	52.07	20	33.64	43.81	20	20	56.51	20	20	98.13	77.15	63.75	75.5	196.06	854.95	67.25	160.08	20	75.41	38.32	115.06	389.05	111.42	179.62	75.41122441	75.41122441
"5845"	"X91117_rna1_at"	"6530"	"SLC6A2"	"solute carrier family 6 member 2"	1.68489903266958	0.0724675873319361	0.392273271690371	20	191.57	20	20	136.15	20	51	20	20	150.7	20	105	117.84	290.11	119.76	59.42	20	101.19	392.71	115.26	158.21	176.84	216.58	47.07	392.7131398	392.7131398
"5846"	"X91141_at"	"9135"	"RABEP1"	"rabaptin, RAB GTPase binding effector protein 1"	0.395771832921342	0.443902654828128	0.765448053113175	20	20	20.18	20	20	20	20	24.25	30.35	68.09	20	83.04	20	143.46	21.66	28.23	21.98	20	20	20	20	63.42	98.19	20	20	20
"5847"	"X91148_at"	"4547"	"MTTP"	"microsomal triglyceride transfer protein"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"5848"	"X91196_s_at"	"472"	"ATM"	"ATM serine/threonine kinase"	0.507345290610523	0.272910685765736	0.649203781854416	35.25	22.27	20	28.4	79.06	28.47	20	20	50.24	95.12	20	20	97.37	65.35	20	29.56	20	51.15	20	20	20	20	20	26.7	20	20
"5849"	"X91220_at"	"6559"	"SLC12A3"	"solute carrier family 12 member 3"	-0.534564127405896	0.210121830706429	0.589688700664241	20	79.63	20	29.21	20	27.23	20	20	20	20	23.39	20	20	20	20	23.79	20	31.45	20	20	66.29	87.81	74.51	20	20	20
"5850"	"X91247_at"	"7296"	"TXNRD1"	"thioredoxin reductase 1"	-0.787763695372542	0.0228428328386406	0.271395476430064	625.69	1140.52	557.61	942.88	504.96	659.81	646.5	576.73	547.44	585.28	623.71	383.59	861.93	425.6	592.47	236.07	547.85	211.13	748.44	360.57	303.53	964.71	578.02	453.72	748.4497932	748.4497932
"5851"	"X91249_at"	"9619"	"ABCG1"	"ATP binding cassette subfamily G member 1"	-0.104046249284502	0.855885328377021	0.996120685086965	20	127.52	36.16	72.21	195.17	33.42	48.24	89.83	53.38	150.2	112.99	36.43	20	54.19	59.88	31.19	55.24	43.05	62.65	20	37.36	29.27	174.8	31.71	62.65365438	62.65365438
"5852"	"X91257_at"	"6301"	"SARS"	"seryl-tRNA synthetase 1"	-0.151519008717365	0.625226203876384	0.889291444478267	1128.01	1707.44	1222.04	1280.44	797.19	909.87	1249.58	1062.73	867.75	1952.61	1719.31	1399.9	2427.21	1579.67	2357.16	638.59	1347.38	597.34	1246.27	1007.64	1059.24	1107.41	1637.97	1179.89	1246.276441	1246.276441
"5853"	"X91348_at"	"26220"	"DGCR5"	"DiGeorge syndrome critical region gene 5"	0.852709226375915	0.253868671998151	0.636693879757854	20	20	20	20	20	20	39.28	20	20	20	20	20	20	20	20	92.24	20	20	20	885.85	20	31.71	123.26	20	20	20
"5854"	"X91504_at"	"10139"	"ARFRP1"	"ADP ribosylation factor related protein 1"	-0.832218439580481	0.010858691095285	0.217181848845791	1545.41	1214.58	2362.5	1757.56	1206.83	1089.37	649.25	1045.66	926.36	1344.3	875.58	1390.79	1452.2	1297.53	792.51	563.35	462.81	819.76	917.53	1597.55	435.3	870.8	945.73	665.9	917.530235	917.530235
"5855"	"X91648_at"	"5813"	"PURA"	"purine rich element binding protein A"	-1.85799914780001	0.032459504157271	0.297580660629939	172.24	126.41	268.29	211.78	87.27	110.17	186.09	189.54	128.74	209.28	219.51	42.85	20	269.38	184.75	20.84	183.34	20	20	20	66.95	91.47	415.06	65.77	20	20
"5856"	"X91653_s_at"	"4249"	"MGAT5"	"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"	-0.713307812200071	0.269450667840741	0.647362950654111	47.26	125.85	76.53	73.84	164.77	84.17	35.15	77.25	36.63	20	35.83	81.43	20	62.16	114.67	29.71	20	20	24.71	145.65	20	51.22	170.62	20	24.71352803	24.71352803
"5857"	"X91788_at"	"1207"	"CLNS1A"	"chloride nucleotide-sensitive channel 1A"	-0.560183884207444	0.355896987592322	0.708084890492594	221.11	139.78	220.35	176.08	62.23	99.03	227.44	148.22	104.67	55.07	173.22	73.39	84.32	140.27	115.94	320.18	300.73	280.24	176.41	20	238.4	125.62	479.83	409.15	176.4143389	176.4143389
"5858"	"X91809_at"	"10287"	"RGS19"	"regulator of G protein signaling 19"	0.281413124955169	0.635138743386195	0.894135002108404	128.18	144.79	180.82	213.4	20	268.62	181.95	150.92	137.12	311.41	253.86	93.21	329.53	556.31	419.19	99.18	337.43	357.93	254.81	103.49	216.24	332.95	396.26	169.6	254.810289	254.810289
"5859"	"X91868_at"	"6495"	"SIX1"	"SIX homeobox 1"	0.827717568839843	0.426475173042929	0.756398655261459	44.86	20	48.78	46.25	77.25	20	48.24	68.27	20	20	20	20	170.41	145.05	20	20	66.86	20	203.46	129.99	68.61	28.05	2681.91	175.28	203.4644807	203.4644807
"5860"	"X91911_s_at"	"11010"	"GLIPR1"	"GLI pathogenesis related 1"	-1.20210992329725	0.121232437202007	0.482006027664065	182.66	400.96	90.83	211.78	107.06	142.36	115.79	220.99	132.93	661.88	534.11	117.32	20	92.45	243.36	33.85	669.05	71.33	136.76	20	55.71	243.92	92.62	80.96	136.7686551	136.7686551
"5861"	"X91992_at"	"8846"	"ALKBH1"	"alkB homolog 1, histone H2A dioxygenase"	0.0587301465411949	0.804906987492188	0.975550307002866	20	20	20	20	28.85	20	20.67	20	20	20	67.19	20	20	20	20	20	20	20	20	20	20	23.17	20	37.39	20	20
"5862"	"X92098_at"	"10959"	"TMED2"	"transmembrane p24 trafficking protein 2"	-1.24940228670504	0.0799980548944633	0.404786731725089	370.93	241.13	232.12	189.06	20	154.74	67.54	157.2	106.76	165.72	181.68	350.91	466.42	121.14	266.29	94.75	149.18	126.14	148.11	20	44.14	157.33	709.65	93.48	148.1191402	148.1191402
"5863"	"X92106_at"	"642"	"BLMH"	"bleomycin hydrolase"	-1.80053775084163	0.0168626924384383	0.251230361004501	300.43	167.62	377.63	331.87	20	367.66	396.3	424.01	343.33	199.76	271.78	366.98	299.36	20	208.95	71.84	129.01	74.66	132.09	64.99	130.6	167.08	283.44	20	132.0954276	132.0954276
"5864"	"X92110_at"	"80862"	"HCG8"	"POLR1H antisense, pseudogene"	-0.891375898316992	0.15330253780486	0.532239274468693	91.33	148.69	95.03	202.04	145.02	158.45	124.75	184.15	88.97	206.27	117.47	196.61	201.1	145.05	109.57	57.5	44.15	20	59.42	23.76	88.11	113.42	273.69	20	59.42162294	59.42162294
"5865"	"X92368_at"	"6546"	"SLC8A1"	"solute carrier family 8 member A1"	-1.61777463125925	0.00582602587212208	0.17574764854244	147.41	20	152.22	118.46	20	82.94	68.23	34.13	93.16	46.06	95.07	45	20	20	42.04	33.11	60.87	36.85	20	20	20	35.36	20	20	20	20
"5866"	"X92396_at"	"6845"	"VAMP7"	"vesicle associated membrane protein 7"	-2.25089830210926	0.0133828834574671	0.231959072933946	224.32	389.26	120.26	292.92	20	373.85	617.55	406.94	439.63	89.62	244.9	289.3	118.89	76.51	174.55	20	179.53	20	38.96	20	20	69.51	173.4	129.37	38.96346085	38.96346085
"5867"	"X92475_at"	"8269"	"TMEM187"	"transmembrane protein 187"	0.0250697321316977	0.965969814751091	0.999999999999999	164.23	291.25	120.26	284.81	329.22	245.1	226.06	262.31	249.12	382.51	254.36	297.33	653.94	572.25	295.6	166.3	226.41	189.84	121.28	20	248.31	273.19	396.26	359.41	121.2821931	121.2821931
"5868"	"X92493_s_at"	"8395"	"PIP5K1B"	"phosphatidylinositol-4-phosphate 5-kinase type 1 beta"	-0.676550520641176	0.264867826536368	0.644605530306036	57.68	25.06	69.8	163.9	20	80.46	20	93.42	51.29	20	44.3	151.08	20	20.72	67.52	56.32	41.06	173.16	57.16	20	73.4	93.91	146.24	86.3	57.16175927	57.16175927
"5869"	"X92518_s_at"	"8091"	"HMGA2"	"high mobility group AT-hook 2"	-0.83126720432805	0.0717161787201644	0.391407414721278	466.26	661.59	475.19	713.25	349.32	456.79	300.5	547.08	571.52	923.23	400.21	316.08	672.47	251.85	400.08	147.08	181.89	232.1	289.75	816.79	95.22	414.66	343.33	254.07	289.7571619	289.7571619
"5870"	"X92521_at"	"4327"	"MMP19"	"matrix metallopeptidase 19"	0.575771962545308	0.533022153694851	0.829667378641859	55.27	227.77	20	44.62	20	255.01	116.48	20	131.88	760.51	227.98	201.97	390.21	416.03	94.28	20	71.23	35.11	153.23	113.06	44.3	20	262.55	189.3	153.2358127	153.2358127
"5871"	"X92689_at"	"2591"	"GALNT3"	"polypeptide N-acetylgalactosaminyltransferase 3"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"5872"	"X92715_at"	"7625"	"ZNF74"	"zinc finger protein 74"	1.17602594991889	0.0638854717317324	0.378815772142325	32.84	293.48	20	217.46	241.55	175.78	141.98	101.51	112	35.04	49.77	208.94	324.94	352.27	87.91	122.69	203.87	105.01	214.76	158.3	193.1	75.61	63.37	106.5	214.7637991	214.7637991
"5873"	"X92720_at"	"5106"	"PCK2"	"phosphoenolpyruvate carboxykinase 2, mitochondrial"	1.23261227473132	0.0882974355751308	0.424078943626086	123.37	20	164	298.6	215.03	262.44	177.82	200.32	157.01	20	44.79	71.25	727.86	189.68	606.49	123.72	268.02	156.64	156.62	228.36	395.29	306.12	201.96	230.37	156.6298721	156.6298721
"5874"	"X92744_at"	"1672"	"DEFB1"	"defensin beta 1"	1.44357785991751	0.048118536064715	0.342876254551844	64.09	72.95	22.7	60.85	283.99	178.26	20	166.19	46.05	93.12	20	20	294.6	207.22	39.49	133.04	92.3	120.1	135.84	124.9	30.91	25.61	209.62	20	135.8476541	135.8476541
"5875"	"X92762_at"	"6901"	"TAZ"	"tafazzin, phospholipid-lysophospholipid transacylase"	0.063906614485651	0.891187773668158	0.999999999999999	354.1	510.67	281.75	206.91	564.07	433.27	505.2	232.66	294.13	1049.9	382.29	612.35	518.46	167.37	535.14	352.11	319.26	150.76	166.64	717.15	412.81	611.02	316.87	551.71	166.6414945	166.6414945
"5876"	"X92814_at"	"11145"	"PLA2G16"	"phospholipase A and acyltransferase 3"	-0.603719149495519	0.510126695606374	0.812665937692281	130.58	157.04	99.24	331.87	113.73	82.94	45.48	69.17	40.82	20	20	20	238.32	20	107.02	176.05	294.73	344.58	20	82.02	314.94	20	20	651.88	20	20
